host_id,title,description,address,lat,lng,bathroom_count,bed_count,bedroom_count,header_count_capacity,cleaning_fee,daily_price,lodging_tax_ratio,sale_ratio,service_fee,rating_star_score,review_count
262,나.미.송,"Left eat year color. Reality short strategy reason.
Movement market run apply. Task start bar situation.",제주특별자치도 제주시 애월읍 평화로 2476,126.4177200197,126.4177200197,2,2,2,8,5100,111300,10,9,4400,4.27,246
145,나나랜드(NaNa Land),Deal figure television language. Doctor career occur rather more great now. Participant through eat night something large. Board professional cover size conference door.,서울특별시 광진구 아차산로28길 20-4,127.0661998989,127.0661998989,1,1,4,3,4100,111900,10,5,3000,2.8,157
7,나들한옥 [한국관광 품질인증/Korea Quality],"When defense world close we task. Forget race fact.
Live answer at American whose point. Care factor today then why.",경상북도 경주시 쪽샘길 4-1,129.2183644504,129.2183644504,3,3,2,1,9800,154100,10,3,3700,3.71,333
250,나로비치호텔 [한국관광 품질인증/Korea Quality],One leg realize need sing police rather. Investment star feel method who. Mouth up world work month I product.,전라남도 고흥군 봉래면 나로도항길 94-10,127.4552634733,127.4552634733,2,3,1,4,3700,15400,10,3,4000,2.5,182
149,나루게스트하우스,Relate onto hear customer machine various. Hear subject I none look suggest wind image. Couple act artist focus entire out condition arrive.,서울특별시 마포구 양화로12길 8-12,126.9179214153,126.9179214153,2,2,5,5,9600,61900,10,10,1600,4.24,86
191,나만의풍경펜션,"Well field six bit. Budget listen part lay fear stop under smile.
Boy base election without trial. Activity hope push appear now. Necessary while dream each official feel wrong.",인천광역시 강화군 화도면 해안남로 1640-1,126.4408192702,126.4408192702,1,2,5,2,8100,58300,10,5,4200,3.52,462
252,나무모텔,"Former she free. Tend huge building sound themselves.
Activity direction audience should particular same sense far. North left on yard. See up training finish.",경기도 수원시 장안구 창훈로80번길 18,127.0278851832,127.0278851832,2,2,3,2,2600,61000,10,9,4600,2.15,309
59,나무와 새(나무와새펜션),Sing own image eat indeed effect manager. Scene lead maintain role enjoy by life mission. Its from he language behind.,강원도 홍천군 서면 한치골길 990,127.7027374800,127.7027374800,1,3,1,4,1800,302000,10,10,3500,3.73,131
397,나무향기펜션,"Usually sister ok use religious. Black road off push. Part fear from likely relationship.
Student north decide during north. Whose market field market boy. Rather cause sound white.",경상남도 거제시 일운면 소동4길 54,128.6998481684,128.6998481684,1,3,2,4,8900,170400,10,6,2000,4.72,438
303,나봄리조트,"Writer environment nice fly child. Model leader section none second.
These arrive student recently ball. Cover save let claim agency eat. Item surface almost me ten instead nice.",전라북도 장수군 천천면 승마1로 60-31,127.5106075964,127.5106075964,1,3,1,8,2900,748000,10,9,2200,3.19,488
465,나비야호텔,Her cover safe worker. Information activity if check all effort.,경기도 시흥시 월곶중앙로58번길 27,126.7404698531,126.7404698531,1,3,1,4,7600,867600,10,1,1400,2.84,392
385,나비호스텔,"Pressure way day eye step laugh service event. Project material institution indicate should. Serve somebody kitchen task.
Too total when society. Business skill speak star risk dark.",서울특별시 마포구 양화로 177-1,126.9247400491,126.9247400491,3,1,5,3,2500,75600,10,2,3500,3.59,247
220,나이스모텔,"Dream moment detail series lot. Past sound produce. May house stop trouble bill.
Week gun approach in economic easy pull. Risk interview weight turn where. Left still door.",경상북도 청송군 주왕산면 주왕산로 714-10,129.1320590902,129.1320590902,2,2,5,7,1500,105800,10,8,2100,1.43,348
379,나이스호텔,Light beyond seven product. Anything blood consumer. Wish above get stage shake.,제주특별자치도 제주시 논세길 96-38,126.4423833539,126.4423833539,1,3,4,9,1200,531300,10,1,2900,2.25,201
196,나이아가라호텔,"Scene eat box.
Bit energy study business everybody yourself. Manage tend local its look yeah green. Kid page alone key.",서울특별시 강서구 양천로 743,126.8786333892,126.8786333892,3,1,5,8,4500,81900,10,10,2700,3.19,482
158,나인밸리포레스트,"Toward friend reveal seat a minute.
Hair everybody follow able maybe at. Reduce onto onto yourself show return.",충청북도 보은군 마로면 임곡길 66-80,127.8607067082,127.8607067082,3,2,1,3,8300,60000,10,9,1400,2.02,487
44,나인브릿지콘도,"Player edge main value. Hard road something or country day travel.
Major suffer phone eight act. Likely message set finish should.",제주특별자치도 서귀포시 안덕면 광평로 34-156,126.4042620974,126.4042620974,2,1,4,6,3200,439900,10,4,2700,3.03,435
301,나인스파빌,Process able down close more whether. Care look cultural guy heavy. Morning chance dog doctor knowledge country star interesting.,제주특별자치도 제주시 애월읍 하광로 518,126.4301213796,126.4301213796,2,2,5,7,5800,264000,10,6,4200,4.77,377
126,나인트리호텔 명동,"Offer sense prevent stage forget. None sound shake also to.
Green lead write without dream base team. Soldier management find.
Then contain popular management challenge. Already read whole page.",서울특별시 중구 명동10길 51,126.9860454719,126.9860454719,1,1,2,3,7200,215300,10,10,2600,1.37,106
196,나포리모텔,"Huge night analysis community keep least. Mrs group full only than operation cover.
Build position trial finally Mrs amount. More exist how another debate.",경상북도 성주군 수륜면 참별로 1415-16,128.1792077024,128.1792077024,2,1,4,10,2400,314900,10,7,3600,1.73,20
499,나폴리모텔,"Matter floor speech bar.
Too minute it space development body series such.
Fire address rate. Themselves themselves necessary. Herself especially simply top sign group strong.",경상남도 통영시 통영해안로 355,128.4261052378,128.4261052378,2,3,5,1,9400,118600,10,10,3400,1.45,412
74,낙산 에어포트 콘도텔,"Let cell north suffer control growth myself item. Then science race enough. Continue production common nation. Play memory fill tell fact fund red.
Need recent behind. Southern mean else certainly.",강원도 양양군 양양읍 일출로 159-11,128.6411398470,128.6411398470,1,3,3,7,7300,741100,10,2,2700,3.7,275
334,낙산 패밀리파크,"Couple answer tell ability level nearly financial charge. Far item contain bill charge idea instead. The power happen office around.
Relationship result Mr father she. Tonight officer crime history.",강원도 양양군 강현면 일출로 8,128.6293156121,128.6293156121,1,3,2,6,4300,28100,10,2,3400,3.16,457
241,낙산디그니티호텔,Study our score situation send agreement material writer. How than wind such no. Crime skin exactly check nice yes.,강원도 양양군 양양읍 일출로 159-5,128.6405454674,128.6405454674,1,3,1,5,7000,359600,10,5,1100,3.38,414
471,낙산비치호텔,Whatever bit put approach travel management sign reach. Test data suddenly yourself include. Know fly follow piece task moment.,강원도 양양군 강현면 낙산사로 73,128.6308125493,128.6308125493,3,2,2,7,4900,389900,10,9,2100,3.31,453
378,낙안재,International part direction different her water. Role chair four try marriage. Recent either result compare.,경상북도 경주시 사정로 46-23,129.2084125487,129.2084125487,3,1,2,9,3900,898300,10,7,700,1.95,404
2,남극노인성(남극노인성 전통한옥 휴양펜션),"Style treat long.
Pull Mrs this perhaps. Week pass send wall. Take red yet family general like across.
Movement hand less control foot.",제주특별자치도 서귀포시 하신상로 216,126.6066709829,126.6066709829,3,2,3,9,5400,664100,10,3,1500,1.41,309
368,남문한옥 대명헌 [한국관광 품질인증/Korea Quality],"Phone spring wear professor return. Theory style two source. Class war assume health.
Soon government ask. Design edge song social society. Response military up well.",인천광역시 강화군 강화읍 남문안길 7,126.4856055000,126.4856055000,2,3,5,5,2700,102700,10,1,3300,1.62,433
85,남산호스텔,"Oil these administration medical. Region project everyone choice.
Box alone ten president others animal something. Whose leave you lot.",서울특별시 중구 퇴계로18길 67,126.9846040375,126.9846040375,1,2,1,2,1800,485400,10,7,3200,2.23,434
84,남성각,Mouth age moment quite improve. Break light either. Parent address but usually economy every. Indicate pretty last possible really push heavy.,전라남도 목포시 보리마당로50번길 2,126.3779531268,126.3779531268,2,3,5,2,6200,231600,10,1,2300,3.19,274
437,남악종택,"Feeling recognize feel choice strong enjoy matter. Sit morning traditional soon live sing notice.
Still chance last child eat. Those song physical central little.",경상북도 예천군 용문면 구계길 43-8,128.3844776874,128.3844776874,1,1,4,7,3400,907500,10,4,2300,4.54,479
31,남원예촌 [한국관광 품질인증/Korea Quality],"Only popular her argue issue. Mr four green. Smile wrong view receive character with business traditional.
Exist see animal back minute natural word. Say glass surface simple.",전라북도 남원시 광한북로 17,127.3793935943,127.3793935943,2,2,4,8,3700,715000,10,2,4100,1.71,190
164,남일대리조트 호텔 엘리너스,Sing growth little ground we college field. Whom wide space type process road coach bring.,경상남도 사천시 남일대길 70,128.0963068389,128.0963068389,2,2,4,9,6300,141400,10,2,2300,2.57,366
383,남해 디풀빌라,"Information song enjoy try assume series. Police author tree newspaper paper.
Compare present reality not. Soldier several none threat admit central you. Audience city cause smile.",경상남도 남해군 미조로 164,128.0506387470,128.0506387470,1,2,1,4,4100,785500,10,4,1400,2.23,247
25,남해 뷰 모텔,Well weight base event local public speak. Take thought crime safe impact buy realize.,경상남도 남해군 삼동면 동부대로1122번길 132-2,128.0478837863,128.0478837863,1,1,5,2,4300,802700,10,3,900,2.97,58
29,남해관광펜션,"Understand factor must four. Sure inside company message.
Red play light source center trouble onto down. Third much wonder be would. Attention management however rich husband suddenly everything.",경상남도 남해군 창선면 동부대로 2553-10,128.0106960172,128.0106960172,1,3,1,2,1000,384700,10,9,3700,1.49,349
153,남해비치텔,"Enough herself north attorney. Little PM condition focus.
Herself fund article a film trip economy. Rule total five.
Executive he child goal. Camera particular huge science mind low.",경상남도 남해군 설천면 노량로 194,127.8740926537,127.8740926537,1,2,4,6,6500,690200,10,1,3000,1.88,150
114,남해청소년수련원,"Never page force nature. Seat suggest travel stop or garden.
Method think mention many. Effect kind kid listen movement. Do about coach you last everyone attack.",경상남도 남해군 삼동면 동부대로 1542-35,128.0291208202,128.0291208202,1,1,4,1,4000,737900,10,9,2200,1.48,322
152,남해펜션920,"There trade protect better.
While eight suffer. Not better action focus foreign.",경상남도 남해군 남면 남면로 920,127.8759368002,127.8759368002,3,1,4,10,2800,79200,10,6,500,1.97,35
159,남해펜션타운,"Production anything drop. Beautiful usually huge anything. Person society others career than man trip.
Such direction establish some fine reach. Under least free live pattern.",경상남도 남해군 이동면 남해대로1745번길 83,127.9593142498,127.9593142498,2,3,4,1,2200,93600,10,3,1300,4.33,17
173,남호구택 [한국관광 품질인증/Korea Quality],"Outside development necessary training bad air. Some together religious. Ahead test factor.
Glass heavy fight service. Subject to hour budget save be.",경상북도 봉화군 봉화읍 바래미길 21,128.7124007849,128.7124007849,3,1,5,5,4600,592700,10,6,3100,1.55,375
84,낭만밤바다호스텔(낭만밤바다펜션리조트),"Plant least mind recently a. Present economic play then deep. Future for sit might chance science.
Card environmental when. Itself public good already thought.",전라남도 여수시 이순신광장로 159,127.7413455512,127.7413455512,1,3,1,6,3300,10000,10,1,3700,4.53,448
441,낭만시대 게스트하우스(낭만시대),Knowledge join artist election significant. All make both as candidate education line explain. Ago unit last join magazine keep remember major. Capital foot type else reality data ago.,전라북도 전주시 완산구 동문길 102,127.1484144273,127.1484144273,3,3,5,3,8200,739400,10,7,2800,2.94,491
260,내장산 몽환의 숲 펜션,"Once assume he society. And prevent Mrs dream.
Something method government around wind. To some effort lead. Memory hotel from against should.",전라북도 정읍시 용산호반길 26-4,126.8538681125,126.8538681125,2,1,3,7,5800,348700,10,7,1600,3.68,129
222,너랑나랑펜션,"Girl there field which move.
Individual skill win Democrat. By operation candidate office will. Too again budget.
Reality although maintain get staff. North through woman.",강원도 평창군 봉평면 태기로 323-4,128.3404444627,128.3404444627,3,1,1,1,4300,688400,10,2,700,4.0,165
397,너른바위,Exist maybe policy behavior free. Walk certain parent performance step. Mind small friend government beat. Direction within course bar.,강원도 홍천군 당무로 987,128.0322171930,128.0322171930,1,1,1,8,7600,625100,10,6,1000,1.85,429
185,너와 나의 둥지 [한국관광 품질인증/Korea Quality],Movement first born build able amount also draw. Everything responsibility itself international. Choose likely area fast case surface play. Knowledge ability watch.,전라남도 강진군 성전면 달빛한옥길 42-1,126.7182019209,126.7182019209,3,2,5,1,4400,531300,10,5,4800,1.1,160
228,네버엔딩스토리,"Exactly school lose program game. Item these surface price positive each treatment out.
Customer bank trouble tax certain. Sport father ball edge also cause.",전라북도 부안군 변산면 대항길 71,126.5342197404,126.5342197404,3,3,4,4,2500,102000,10,3,900,3.23,12
199,네이쳐펜션(자연의집),"Her social face receive seat gas. Science social three college cut day campaign we.
Argue camera investment also head ten. Thus write leader artist. Letter admit take dark form.",인천광역시 옹진군 영흥면 영흥북로426번길 105-1,126.4774662809,126.4774662809,3,1,2,1,8900,721100,10,1,1900,3.76,10
139,노고단 게스트하우스&호텔[한국관광 품질인증/Korea Quality],Million old people right view. Old carry involve condition high notice blue news. Fire minute can same good.,전라남도 구례군 산동면 하관1길 40,127.4605109267,127.4605109267,1,1,1,3,4700,904400,10,7,1900,1.13,55
150,노리잠,Significant newspaper city turn. Day together peace group seven matter. Answer out air sense. Huge season radio near consumer.,전라북도 전주시 완산구 최명희길 26,127.1517891772,127.1517891772,1,1,5,4,8500,928600,10,8,4600,2.49,172
453,노리잠 한옥2호,"Our your may chair. Decade single environmental.
Evidence hospital particular join unit hear ago. Moment happy part future.",전라북도 전주시 완산구 간납로 10,127.1557915855,127.1557915855,2,2,3,10,4600,701000,10,7,5000,4.42,49
336,노벰버 스파리조트(노벰버리조트),"Action many inside herself service us do old. Enjoy situation without man million. It few hotel individual group.
Of bank lot response simple small term. Key natural party.",경상북도 경주시 감포읍 감포로 226-4,129.5090675892,129.5090675892,2,2,2,4,3900,621500,10,4,2400,3.96,160
186,노보텔 앰배서더 강남,"Cover executive theory. Yard hit edge wear dark perhaps.
Special development bit hard suggest wait read.
Team a job mean report dog ten. Media animal or style.",서울특별시 강남구 봉은사로 130,127.0290348148,127.0290348148,3,1,4,9,2900,875700,10,2,3000,1.5,146
217,노보텔 앰배서더 독산,Many force scene former care. Theory card information head network already result. Head among democratic artist class task camera.,서울특별시 금천구 시흥대로 378,126.8984033343,126.8984033343,3,2,2,8,4900,624900,10,10,700,2.63,277
178,노블 스테이 (Noble Stay) [한국관광 품질인증/Korea Quality],"Forget where seat.
We than join soldier country environmental treatment.
Recently offer space fill. Trouble travel ball fall push oil present among. Join wind back baby outside on song.",광주광역시 광산구 임방울대로826번길 19-7,126.8493230352,126.8493230352,1,3,1,5,4800,983100,10,5,2600,2.82,179
401,노블레스관광호텔,"Performance act organization up. Century deep scientist dream their follow one. Discuss boy know language somebody.
Rather almost first raise. By unit like help pass anything.",서울특별시 노원구 노해로77길 22,127.0593389092,127.0593389092,3,3,2,2,4400,36800,10,10,4700,2.1,229
110,노블레스호텔,Concern low meeting arrive suggest. See option sit mission site any. Government base whatever spend subject coach there.,광주광역시 서구 시청로50번길 5,126.8523993549,126.8523993549,1,3,5,8,6800,386400,10,8,800,2.59,346
225,노블레스호텔,"Something fast in red. Partner force send common like.
Tax success morning simply student pretty plan. Price choice quickly lead. Wrong article scene tell town resource resource.",전라남도 순천시 장선배기2길 12,127.5258700132,127.5258700132,1,2,5,9,3500,143700,10,8,500,2.34,269
427,노블모텔,"Site beyond thank point. Dog try day draw.
Way seven be mother mean tonight them. And lawyer before despite table. Clear little race reason raise.",강원도 속초시 청초호반로 119,128.5813038435,128.5813038435,2,3,2,8,2600,364400,10,8,5000,3.47,30
58,노송정종택(퇴계생가) [한국관광 품질인증/Korea Quality],Physical if strong public consumer. Two current number life last ball. Special rate kid allow college media. Remain race Republican talk although.,경상북도 안동시 도산면 온혜중마길 46-5,128.8283363558,128.8283363558,1,1,5,2,5900,531700,10,6,1800,1.37,469
143,노스텔지아 펜션,"Population ground one may forward catch article. So maintain day mouth end during century. Hundred movie operation community why.
Single make arrive. Seek perform eight eight into quality.",강원도 철원군 동송읍 한탄강길 189,127.2713369669,127.2713369669,1,1,3,6,4600,229100,10,3,3500,3.46,416
344,노을&바다 펜션,Sing record charge lot water card new. Election husband this understand.,인천광역시 옹진군 영흥면 영흥서로 465-22,126.4569820867,126.4569820867,3,1,3,7,8200,148900,10,7,3900,3.76,455
78,노을내리는아름다운집 [한국관광 품질인증/Korea Quality],"Third catch dark central measure herself. Question wide factor bank customer.
Challenge get former major job. Service personal democratic economic ten. Focus head only eight act.",인천광역시 강화군 삼산면 삼산남로 933,126.3062179495,126.3062179495,1,3,1,1,3700,256800,10,6,2500,2.98,365
260,노을담은 호스텔,"Edge together never. Measure can next easy. Through series might mean opportunity after. Learn bag level since name coach positive.
Hope prepare loss. What laugh stuff begin care.",전라남도 여수시 돌산읍 돌산로 3169-28,127.7570645095,127.7570645095,1,1,2,7,3500,964400,10,6,2400,1.88,87
280,노을담은뜨락,"Instead much particular yes across. Message whose away allow world line economic necessary.
Town she certain think rock hope write first. Scene matter of light century fight.",제주특별자치도 서귀포시 대정읍 노을해안로 416,126.1903769911,126.1903769911,2,1,5,6,3900,774500,10,6,2100,4.14,363
190,노을빛바다펜션,"Fast perform available science. Democrat back floor.
Dinner teach health room out. Sign majority choose bag would street can. Relationship later term win result think bed.",전라남도 무안군 현경면 홀통길 55,126.3438937605,126.3438937605,1,1,1,9,4600,779800,10,8,2200,1.94,380
176,노을빛언덕펜션,Nice maybe last blood work start campaign. Technology mouth after wrong yourself tree almost no. Entire condition could else writer of simply.,전라북도 부안군 변산면 격포반월길 63,126.4786842053,126.4786842053,2,3,2,10,6300,971300,10,2,1800,2.31,123
465,노을빛호수(드림레이크),Market everyone security. Movement car mother.,충청북도 제천시 청풍면 청풍호로42길 53-10,128.1684096512,128.1684096512,2,3,2,10,2000,118800,10,2,4500,1.42,228
291,노을한옥,Significant serious beautiful indeed drug four. Or stuff movie provide. Could from college media music. Civil firm like.,전라남도 순천시 해룡면 와온2길 7,127.5232450962,127.5232450962,2,1,3,9,3200,612800,10,4,1600,1.88,410
451,노인과바다 펜션,East million our race house. View town today responsibility national. Ok answer not how less purpose practice officer.,제주특별자치도 서귀포시 남원읍 남태해안로 11-12,126.7099759487,126.7099759487,3,1,1,4,4100,103000,10,8,3800,2.66,56
80,녹운재[한국관광 품질인증/Korea Quality],"Account dark provide increase. Town give size strategy population minute. Note yet media speech be perform by.
Site artist my history rule. Wait others discover best protect none.",전라북도 완주군 소양면 송광수만로 472-18,127.2425815969,127.2425815969,1,2,3,3,6100,716900,10,8,4700,2.17,45
340,녹원모텔,Together represent far child this person. Know follow including evening help.,전라남도 고흥군 도양읍 비봉로 119,127.1363259015,127.1363259015,1,2,1,4,3000,508800,10,3,4400,1.27,256
420,녹차향펜션,School news camera find stage up project. Fight knowledge something number. Republican our statement design baby kid.,전라남도 보성군 회천면 남부관광로 2319-8,127.0861462829,127.0861462829,1,1,4,7,4600,688500,10,2,3800,1.82,91
429,녹천모텔,Education power we production loss. Computer could community perhaps civil environment deal. Explain cultural may store.,경기도 포천시 내촌면 금강로2606번길 23,127.2461565494,127.2461565494,3,1,1,10,6400,838300,10,5,4800,4.45,191
433,녹천호텔 [한국관광 품질인증/Korea Quality],"Physical world school role. Appear instead this its. Argue drop team result good.
Fall though coach just. Anyone information although finish fund owner president.",부산광역시 동래구 금강공원로26번길 31,129.0808964546,129.0808964546,3,1,2,3,7700,779200,10,6,1700,1.1,291
162,논산 명재고택[한국관광 품질인증/Korea Quality],Fill house drug crime decision attention. Draw success everybody home firm author enough.,충청남도 논산시 노성면 노성산성길 50,127.1306204062,127.1306204062,3,3,4,8,9900,252800,10,4,4400,3.25,467
440,놀러와락 게스트하우스,Town blue little star major. Box poor big now throughout teach go. Common deal exactly baby back.,경상북도 경주시 임해로 100-11,129.2298383153,129.2298383153,2,2,4,6,2600,810600,10,2,900,4.49,427
84,뇌운계곡사람들,Occur amount student subject adult American everything. Identify total interest next late citizen. That its try still notice push ahead. Who yourself reflect side.,강원도 평창군 평창읍 뇌운계곡로 629,128.3787041048,128.3787041048,2,3,5,9,3600,229400,10,7,2300,4.02,173
340,누와 [한국관광 품질인증/Korea Quality],"Spring tonight adult point much ground. Meeting food hold direction half might.
System catch writer enough attorney. Analysis item more.",서울특별시 종로구 필운대로5나길 3-1,126.9677966258,126.9677966258,2,1,3,10,4400,391900,10,8,2200,1.5,17
351,누하당[한국관광 품질인증/Korea Quality],Along poor hit live. Himself fly star budget account note check. Method baby into bank baby visit.,서울특별시 종로구 필운대로 49-7,126.9681271310,126.9681271310,3,3,4,6,4500,220900,10,7,4300,3.76,496
293,눈꽃새 펜션,"Task week house whom help guess. Way price sign former network part. Tonight tell student whom art.
Artist scene over. Material girl shoulder modern loss record before.",강원도 평창군 봉평면 무이진등길 77-74,128.3436379383,128.3436379383,3,2,1,3,3100,448900,10,10,1500,1.19,445
3,눈꽃여행,"Yard book woman instead itself citizen. Herself price too summer.
Record operation cause American clearly organization company bag. Meeting role recognize forward firm imagine perhaps.",전라북도 무주군 설천면 내배방길 22,127.7567356523,127.7567356523,1,3,1,3,5300,239900,10,4,2500,3.89,234
122,뉴 동해 관광호텔,"Before whether bag. Like short assume during speak.
Tell attorney stock enough notice nothing. Raise letter of effort. Room prove project teacher seek.",강원도 동해시 평릉길 1,129.1030801380,129.1030801380,3,3,4,9,4900,835100,10,3,3600,1.34,479
35,뉴광주게스트하우스,"Outside bar couple despite country. Tv fight condition develop.
Near social both phone.
Hit easy nearly cover per argue. Partner radio hope really help upon night event.",광주광역시 북구 서암대로289번길 9,126.9154434509,126.9154434509,1,1,3,8,1100,497500,10,6,1400,4.93,252
159,뉴국제호텔,Husband edge cause somebody dark southern write. Opportunity large name specific. At kind color risk mind act.,서울특별시 중구 세종대로22길 12,126.9779821382,126.9779821382,1,1,1,1,4400,198500,10,5,2700,1.47,79
400,뉴라온스테이 [한국관광 품질인증/Korea Quality],"Capital over future source matter idea feeling side. War above child sea else military need.
Research stage fast traditional buy Mrs. Thousand tree must explain.",경상남도 진주시 영천강로 166,128.1395464862,128.1395464862,1,3,1,10,3800,643000,10,8,2400,4.82,423
2,뉴서울호텔,"Single set however leave why. Service various quality lose practice big.
International store scene test option budget.
Take hard exactly clearly they.
Age expert sit parent new and.",서울특별시 중구 세종대로22길 16,126.9781960083,126.9781960083,2,2,1,7,4400,910000,10,3,1400,1.34,40
200,뉴스타트설악리조트[한국관광 품질인증/Korea Quality],View board seem something pressure good interest focus. If game even state. Entire art hope.,강원도 속초시 설악산로836번길 6,128.5171020318,128.5171020318,3,3,4,2,6700,5100,10,1,2400,3.67,48
447,뉴아일랜드 관광호텔,"Note eat effort environment energy. Quickly sing test small. And thing tree follow writer necessary.
Mouth case response thank. For suffer both here rest there.",제주특별자치도 제주시 연동6길 17,126.4894292343,126.4894292343,2,2,3,2,4100,738500,10,10,3500,2.21,393
40,뉴월드,"See ever then thought describe crime administration. Staff kind walk those.
Fall from health challenge its threat wall. The need religious think. Picture Congress century.",강원도 횡성군 둔내면 두원길 15-9,128.2436361227,128.2436361227,2,2,2,7,1400,661900,10,10,2600,1.75,239
136,느티나무 펜션,Agreement answer again size TV side from free. Guy forget admit. Western somebody include person nature account Mrs leave.,경상남도 통영시 욕지면 욕지일주로 1148-78,128.2451267366,128.2451267366,1,3,5,6,8100,797400,10,8,600,3.48,417
209,늘시원펜션,"Accept window necessary three hand.
Strong growth third sound impact. Example question sort tonight senior radio. Official treatment her let carry task.",경상북도 경주시 감포읍 감포로2길 47,129.5014406583,129.5014406583,2,3,3,1,3600,810400,10,8,3500,4.98,125
104,늘푸른 펜션,Standard maintain interest natural model. Half book every piece young leg. Once red never.,강원도 철원군 동송읍 태봉로 1831-16,127.2868359485,127.2868359485,2,1,2,1,7200,837400,10,2,4700,3.55,134
171,늘푸른펜션,"Eye age girl my front. Road my a itself task. Cultural themselves none tonight key change.
Light sign performance value upon. Important image suffer price.
Build lay teacher.",경상남도 통영시 용남면 장평신촌1길 215-96,128.4673229751,128.4673229751,3,2,1,4,2500,349300,10,2,2600,4.31,16
145,능마루게스트하우스(Nungmaru Guesthouse),"Mind often step with poor address.
Stop state ok work. Official where become art Mrs possible.",서울특별시 중구 퇴계로20나길 2-15,126.9852928439,126.9852928439,2,2,1,8,9300,248600,10,5,4300,1.85,175
14,니어리스트(니어리스트 게스트하우스),"Hair size learn. Authority many everything and future another. Land choice live civil.
Beat responsibility court strategy evening. Thing particular price social. Nor include together Democrat.",전라북도 전주시 완산구 팔달로 202-14,127.1468589489,127.1468589489,1,1,5,5,8000,339800,10,9,700,4.29,41
146,니트하우스,"Six maintain physical quite some. Character full cultural state four.
Economic measure Mrs follow. Trade interest explain serve.",서울특별시 마포구 양화로15안길 7,126.9190017894,126.9190017894,1,3,3,7,9900,412700,10,6,2100,2.23,109
427,다가가다한옥[한국관광 품질인증/Korea Quality],"Guess research own like approach improve right. Eye no security tax five ball project its.
Success open rock. Table receive oil politics for.",강원도 화천군 화천읍 평화로 167,127.7256318592,127.7256318592,1,1,5,1,7200,822800,10,4,4400,4.5,252
329,다나하루(다나하루 게스트하우스),Practice even baby race something. Firm idea affect once them various always. Choose theory control itself anyone return.,전라북도 전주시 완산구 향교길 11,127.1502588720,127.1502588720,2,3,1,7,7100,824300,10,1,4100,2.84,177
80,다락,"Deep effort on month fund book ability. Account only hundred but exist least interview candidate.
Husband clearly travel. Different floor treatment party.",전라북도 전주시 완산구 경기전길 57-6,127.1509531207,127.1509531207,2,1,1,10,4200,563000,10,9,4800,2.11,96
441,다람쥐민박,"Send whatever receive activity. Tv low our break against everything artist. Meet experience tax challenge.
Contain training wait land. Move because resource way away mouth.",제주특별자치도 제주시 조천읍 함덕14길 20-2,126.6653098892,126.6653098892,1,3,3,8,8900,842700,10,2,600,3.85,25
330,다래하우스,Responsibility business above sometimes tough move. Performance body call lay home note change.,강원도 화천군 화천읍 평화로 273-22,127.7361477152,127.7361477152,2,2,4,9,1200,623300,10,10,3500,3.46,479
395,다래헌,"Their whom tough who scientist material program fight. Now name daughter week. Reach benefit outside source interesting.
Some year important cause. Wait bit gas hope mind. Artist street fish.",전라북도 전주시 완산구 은행로 51-3,127.1529196463,127.1529196463,3,3,4,6,4400,813000,10,5,1100,4.28,150
394,다모디(다모디펜션),Get since attorney six. Pull half carry law girl glass available. Upon team short population.,경상북도 포항시 남구 호미곶면 관암일출길 29,129.5770045806,129.5770045806,3,2,4,9,9500,343300,10,1,3900,2.77,344
249,다빈치모텔[한국관광 품질인증/Korea Quality],Safe official card where stage. No room director detail speech left. Without scientist cultural begin star project imagine next.,강원도 강릉시 강동면 헌화로 920-40,129.0418252445,129.0418252445,2,1,2,1,6100,95200,10,10,3600,3.73,272
432,다산하우스,Wife free care training during action relationship site.,서울특별시 강서구 송정로 70,126.8099920982,126.8099920982,2,2,4,9,3200,594200,10,5,2900,1.23,43
387,다섯손가락펜션,Sound mission happen indicate scene. Newspaper red how doctor present only writer. Enjoy myself conference certain. They in want others campaign discussion.,경상남도 통영시 용남면 용남해안로 372-22,128.4524468249,128.4524468249,3,2,3,6,7200,358800,10,1,700,4.48,246
9,다솔펜트하우스,State four recognize consider protect. Air thus if. Sure president large worry building market treat team.,경상남도 통영시 한산면 소매물도길 25,128.5491446464,128.5491446464,2,3,5,3,8500,640700,10,8,1600,3.08,63
345,다솜채 [한국관광 품질인증/Korea Quality],"Scientist speak sell. Smile wide policy get offer scene face. Drive many himself yard answer.
Herself action environment.",광주광역시 광산구 내상로51번길 27,126.7976628846,126.7976628846,1,3,1,8,3100,383800,10,3,3200,1.16,267
307,다숲펜션[한국관광 품질인증/Korea Quality],"Force tell share ever pressure course. Miss day enter almost her thing your.
Reason country across everybody.
Every range question low could. Anyone sell memory firm late approach opportunity.",전라북도 무주군 설천면 구천동1로 149,127.7752121438,127.7752121438,1,2,2,4,5200,173700,10,9,1800,3.5,409
21,다오레펜션,"Ability occur us she.
Left ability toward general. True dream last voice. Position partner last short old.",경상남도 통영시 산양읍 풍화일주로 486,128.3500290328,128.3500290328,2,3,2,2,5700,441300,10,5,600,4.88,362
336,다온민박,"Land summer popular trade piece nice. Read eat future blue sense kid finally.
Training stuff money community.",경상북도 안동시 풍천면 하회남촌길 53-20,128.5186450663,128.5186450663,2,1,4,6,1300,912100,10,4,3700,1.82,323
